CI,Nombres,"Apellido Paterno","Apellido Materno",Email,Sexo,Colegio,Ciudad,Carrera,"Monto Pago","Metodo Pago","Nro Recibo",Materia,Grupo,"CI Docente","Nombre Docente","Apellido Docente","Profesion Docente","Hora Semanal Docente","Nota P1","Nota P2","Nota P3","Promedio Final","Estado Materia"
11000002,Gabriela,Sanchez,Lopez,gabriela.sanchez.11000002@test.com,F,Evangelico,Potosi,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-11000002,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,8,17,7,32,Reprobado
11000002,Gabriela,Sanchez,Lopez,gabriela.sanchez.11000002@test.com,F,Evangelico,Potosi,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-11000002,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,17,32,12,61,Aprobado
11000003,Carlos,Perez,Lopez,carlos.perez.11000003@test.com,M,Uboldi,Tarija,"Ingenieria Informatica",700,PayPal,REC-TEST-11000003,MAT100,T001,11500012,Laura,Sanchez,"Licenciado en Matematicas",22,25,17,21,63,Aprobado
11000003,Carlos,Perez,Lopez,carlos.perez.11000003@test.com,M,Uboldi,Tarija,"Ingenieria Informatica",700,PayPal,REC-TEST-11000003,FIS100,T001,11500013,Lucia,Vargas,Fisico,13,4,32,27,63,Aprobado
11000003,Carlos,Perez,Lopez,carlos.perez.11000003@test.com,M,Uboldi,Tarija,"Ingenieria Informatica",700,PayPal,REC-TEST-11000003,INF100,T001,11500014,Marta,Sanchez,"Ingeniero Informatico",11,11,22,13,46,Reprobado
11000003,Carlos,Perez,Lopez,carlos.perez.11000003@test.com,M,Uboldi,Tarija,"Ingenieria Informatica",700,PayPal,REC-TEST-11000003,LIN100,T001,11500015,Gabriela,Vargas,"Licenciado en Filologia",39,21,16,31,68,Aprobado
11000004,Valeria,Sanchez,Ramirez,valeria.sanchez.11000004@test.com,F,"Domingo Savio",Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000004,MAT100,M002,11500004,Luis,Rojas,"Licenciado en Matematicas",12,28,22,28,78,Aprobado
11000004,Valeria,Sanchez,Ramirez,valeria.sanchez.11000004@test.com,F,"Domingo Savio",Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000004,FIS100,M002,11500005,Diego,Lopez,Fisico,25,29,3,26,58,Reprobado
11000004,Valeria,Sanchez,Ramirez,valeria.sanchez.11000004@test.com,F,"Domingo Savio",Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000004,INF100,M002,11500006,Pedro,Fernandez,"Ingeniero Informatico",22,2,7,31,40,Reprobado
11000004,Valeria,Sanchez,Ramirez,valeria.sanchez.11000004@test.com,F,"Domingo Savio",Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000004,LIN100,M002,11500007,Miguel,Garcia,"Licenciado en Filologia",19,25,11,3,39,Reprobado
11000005,Maria,Rodriguez,Torres,maria.rodriguez.11000005@test.com,F,Espana,Cochabamba,"Ingenieria en Redes",700,PayPal,REC-TEST-11000005,MAT100,T001,11500012,Laura,Sanchez,"Licenciado en Matematicas",22,32,24,22,78,Aprobado
11000005,Maria,Rodriguez,Torres,maria.rodriguez.11000005@test.com,F,Espana,Cochabamba,"Ingenieria en Redes",700,PayPal,REC-TEST-11000005,FIS100,T001,11500013,Lucia,Vargas,Fisico,13,19,6,19,44,Reprobado
11000005,Maria,Rodriguez,Torres,maria.rodriguez.11000005@test.com,F,Espana,Cochabamba,"Ingenieria en Redes",700,PayPal,REC-TEST-11000005,INF100,T001,11500014,Marta,Sanchez,"Ingeniero Informatico",11,9,26,33,68,Aprobado
11000005,Maria,Rodriguez,Torres,maria.rodriguez.11000005@test.com,F,Espana,Cochabamba,"Ingenieria en Redes",700,PayPal,REC-TEST-11000005,LIN100,T001,11500015,Gabriela,Vargas,"Licenciado en Filologia",39,10,18,0,28,Reprobado
11000006,Carmen,Sanchez,Lopez,carmen.sanchez.11000006@test.com,F,"La Salle",Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-11000006,MAT100,N001,11500016,Fernando,Rojas,"Licenciado en Matematicas",30,22,3,31,56,Reprobado
11000006,Carmen,Sanchez,Lopez,carmen.sanchez.11000006@test.com,F,"La Salle",Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-11000006,FIS100,N001,11500017,Daniela,Fernandez,Fisico,28,33,26,20,79,Aprobado
11000006,Carmen,Sanchez,Lopez,carmen.sanchez.11000006@test.com,F,"La Salle",Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-11000006,INF100,N001,11500018,Juan,Vargas,"Ingeniero Informatico",30,31,9,17,57,Reprobado
11000006,Carmen,Sanchez,Lopez,carmen.sanchez.11000006@test.com,F,"La Salle",Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-11000006,LIN100,N001,11500019,Valeria,Rojas,"Licenciado en Filologia",12,4,4,25,33,Reprobado
11000007,Roberto,Rodriguez,Martinez,roberto.rodriguez.11000007@test.com,M,Marista,Tarija,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-11000007,MAT100,N001,11500016,Fernando,Rojas,"Licenciado en Matematicas",30,10,17,17,44,Reprobado
11000007,Roberto,Rodriguez,Martinez,roberto.rodriguez.11000007@test.com,M,Marista,Tarija,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-11000007,FIS100,N001,11500017,Daniela,Fernandez,Fisico,28,29,27,3,59,Reprobado
11000007,Roberto,Rodriguez,Martinez,roberto.rodriguez.11000007@test.com,M,Marista,Tarija,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-11000007,INF100,N001,11500018,Juan,Vargas,"Ingeniero Informatico",30,3,4,0,7,Reprobado
11000007,Roberto,Rodriguez,Martinez,roberto.rodriguez.11000007@test.com,M,Marista,Tarija,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-11000007,LIN100,N001,11500019,Valeria,Rojas,"Licenciado en Filologia",12,15,16,13,44,Reprobado
11000008,Gabriela,Perez,Lopez,gabriela.perez.11000008@test.com,F,Uboldi,"Santa Cruz","Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000008,MAT100,M003,11500008,Carmen,Vargas,"Licenciado en Matematicas",40,22,19,11,52,Reprobado
11000008,Gabriela,Perez,Lopez,gabriela.perez.11000008@test.com,F,Uboldi,"Santa Cruz","Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000008,FIS100,M003,11500009,Elena,Rodriguez,Fisico,18,1,24,3,28,Reprobado
11000008,Gabriela,Perez,Lopez,gabriela.perez.11000008@test.com,F,Uboldi,"Santa Cruz","Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000008,INF100,M003,11500010,Laura,Vargas,"Ingeniero Informatico",40,6,12,27,45,Reprobado
11000008,Gabriela,Perez,Lopez,gabriela.perez.11000008@test.com,F,Uboldi,"Santa Cruz","Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000008,LIN100,M003,11500011,Pedro,Vargas,"Licenciado en Filologia",11,2,16,24,42,Reprobado
11000009,Luis,Rojas,Sanchez,luis.rojas.11000009@test.com,M,"La Salle",Pando,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000009,MAT100,N001,11500016,Fernando,Rojas,"Licenciado en Matematicas",30,17,24,25,66,Aprobado
11000009,Luis,Rojas,Sanchez,luis.rojas.11000009@test.com,M,"La Salle",Pando,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000009,FIS100,N001,11500017,Daniela,Fernandez,Fisico,28,17,23,34,74,Aprobado
11000009,Luis,Rojas,Sanchez,luis.rojas.11000009@test.com,M,"La Salle",Pando,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000009,INF100,N001,11500018,Juan,Vargas,"Ingeniero Informatico",30,24,4,30,58,Reprobado
11000009,Luis,Rojas,Sanchez,luis.rojas.11000009@test.com,M,"La Salle",Pando,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000009,LIN100,N001,11500019,Valeria,Rojas,"Licenciado en Filologia",12,17,24,17,58,Reprobado
11000010,Jorge,Gomez,Vargas,jorge.gomez.11000010@test.com,M,Evangelico,Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000010,MAT100,M003,11500008,Carmen,Vargas,"Licenciado en Matematicas",40,32,20,30,82,Aprobado
11000010,Jorge,Gomez,Vargas,jorge.gomez.11000010@test.com,M,Evangelico,Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000010,FIS100,M003,11500009,Elena,Rodriguez,Fisico,18,22,29,16,67,Aprobado
11000010,Jorge,Gomez,Vargas,jorge.gomez.11000010@test.com,M,Evangelico,Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000010,INF100,M003,11500010,Laura,Vargas,"Ingeniero Informatico",40,12,1,18,31,Reprobado
11000010,Jorge,Gomez,Vargas,jorge.gomez.11000010@test.com,M,Evangelico,Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000010,LIN100,M003,11500011,Pedro,Vargas,"Licenciado en Filologia",11,11,30,11,52,Reprobado
11000011,Pedro,Ramirez,Vargas,pedro.ramirez.11000011@test.com,M,"Nacional Florida",Beni,"Ingenieria en Redes",700,PayPal,REC-TEST-11000011,MAT100,M002,11500004,Luis,Rojas,"Licenciado en Matematicas",12,16,18,31,65,Aprobado
11000011,Pedro,Ramirez,Vargas,pedro.ramirez.11000011@test.com,M,"Nacional Florida",Beni,"Ingenieria en Redes",700,PayPal,REC-TEST-11000011,FIS100,M002,11500005,Diego,Lopez,Fisico,25,20,23,5,48,Reprobado
11000011,Pedro,Ramirez,Vargas,pedro.ramirez.11000011@test.com,M,"Nacional Florida",Beni,"Ingenieria en Redes",700,PayPal,REC-TEST-11000011,INF100,M002,11500006,Pedro,Fernandez,"Ingeniero Informatico",22,1,16,33,50,Reprobado
11000011,Pedro,Ramirez,Vargas,pedro.ramirez.11000011@test.com,M,"Nacional Florida",Beni,"Ingenieria en Redes",700,PayPal,REC-TEST-11000011,LIN100,M002,11500007,Miguel,Garcia,"Licenciado en Filologia",19,3,13,26,42,Reprobado
11000012,Andres,Vargas,Vargas,andres.vargas.11000012@test.com,M,"Nacional Florida",Oruro,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000012,MAT100,N001,11500016,Fernando,Rojas,"Licenciado en Matematicas",30,16,11,8,35,Reprobado
11000012,Andres,Vargas,Vargas,andres.vargas.11000012@test.com,M,"Nacional Florida",Oruro,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000012,FIS100,N001,11500017,Daniela,Fernandez,Fisico,28,5,14,23,42,Reprobado
11000012,Andres,Vargas,Vargas,andres.vargas.11000012@test.com,M,"Nacional Florida",Oruro,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000012,INF100,N001,11500018,Juan,Vargas,"Ingeniero Informatico",30,14,25,9,48,Reprobado
11000012,Andres,Vargas,Vargas,andres.vargas.11000012@test.com,M,"Nacional Florida",Oruro,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000012,LIN100,N001,11500019,Valeria,Rojas,"Licenciado en Filologia",12,16,31,7,54,Reprobado
11000013,Ana,Rodriguez,Martinez,ana.rodriguez.11000013@test.com,F,Uboldi,Oruro,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000013,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,30,19,3,52,Reprobado
11000013,Ana,Rodriguez,Martinez,ana.rodriguez.11000013@test.com,F,Uboldi,Oruro,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000013,FIS100,M001,11500001,Elena,Rojas,Fisico,11,16,25,8,49,Reprobado
11000013,Ana,Rodriguez,Martinez,ana.rodriguez.11000013@test.com,F,Uboldi,Oruro,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000013,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,19,7,28,54,Reprobado
11000013,Ana,Rodriguez,Martinez,ana.rodriguez.11000013@test.com,F,Uboldi,Oruro,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000013,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,29,16,7,52,Reprobado
11000014,Daniela,Rojas,Rojas,daniela.rojas.11000014@test.com,F,Espana,Sucre,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-11000014,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,26,24,23,73,Aprobado
11000014,Daniela,Rojas,Rojas,daniela.rojas.11000014@test.com,F,Espana,Sucre,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-11000014,FIS100,M001,11500001,Elena,Rojas,Fisico,11,3,1,19,23,Reprobado
11000014,Daniela,Rojas,Rojas,daniela.rojas.11000014@test.com,F,Espana,Sucre,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-11000014,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,8,26,8,42,Reprobado
11000014,Daniela,Rojas,Rojas,daniela.rojas.11000014@test.com,F,Espana,Sucre,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-11000014,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,11,3,22,36,Reprobado
11000015,Miguel,Vargas,Rodriguez,miguel.vargas.11000015@test.com,M,"Nacional Florida",Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000015,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,32,31,27,90,Aprobado
11000015,Miguel,Vargas,Rodriguez,miguel.vargas.11000015@test.com,M,"Nacional Florida",Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000015,FIS100,M001,11500001,Elena,Rojas,Fisico,11,20,26,24,70,Aprobado
11000015,Miguel,Vargas,Rodriguez,miguel.vargas.11000015@test.com,M,"Nacional Florida",Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000015,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,32,28,12,72,Aprobado
11000015,Miguel,Vargas,Rodriguez,miguel.vargas.11000015@test.com,M,"Nacional Florida",Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000015,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,12,17,31,60,Aprobado
11000016,Sofia,Ramirez,Rodriguez,sofia.ramirez.11000016@test.com,F,Uboldi,Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000016,MAT100,N001,11500016,Fernando,Rojas,"Licenciado en Matematicas",30,31,21,3,55,Reprobado
11000016,Sofia,Ramirez,Rodriguez,sofia.ramirez.11000016@test.com,F,Uboldi,Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000016,FIS100,N001,11500017,Daniela,Fernandez,Fisico,28,26,16,15,57,Reprobado
11000016,Sofia,Ramirez,Rodriguez,sofia.ramirez.11000016@test.com,F,Uboldi,Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000016,INF100,N001,11500018,Juan,Vargas,"Ingeniero Informatico",30,19,9,34,62,Aprobado
11000016,Sofia,Ramirez,Rodriguez,sofia.ramirez.11000016@test.com,F,Uboldi,Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000016,LIN100,N001,11500019,Valeria,Rojas,"Licenciado en Filologia",12,33,24,32,89,Aprobado
11000017,Carlos,Fernandez,Vargas,carlos.fernandez.11000017@test.com,M,"La Salle",Sucre,"Ingenieria en Redes",700,PayPal,REC-TEST-11000017,MAT100,M003,11500008,Carmen,Vargas,"Licenciado en Matematicas",40,28,1,10,39,Reprobado
11000017,Carlos,Fernandez,Vargas,carlos.fernandez.11000017@test.com,M,"La Salle",Sucre,"Ingenieria en Redes",700,PayPal,REC-TEST-11000017,FIS100,M003,11500009,Elena,Rodriguez,Fisico,18,7,16,26,49,Reprobado
11000017,Carlos,Fernandez,Vargas,carlos.fernandez.11000017@test.com,M,"La Salle",Sucre,"Ingenieria en Redes",700,PayPal,REC-TEST-11000017,INF100,M003,11500010,Laura,Vargas,"Ingeniero Informatico",40,12,9,9,30,Reprobado
11000017,Carlos,Fernandez,Vargas,carlos.fernandez.11000017@test.com,M,"La Salle",Sucre,"Ingenieria en Redes",700,PayPal,REC-TEST-11000017,LIN100,M003,11500011,Pedro,Vargas,"Licenciado en Filologia",11,11,33,27,71,Aprobado
11000018,Andres,Lopez,Lopez,andres.lopez.11000018@test.com,M,Marista,Sucre,"Ingenieria en Redes",700,PayPal,REC-TEST-11000018,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,32,6,30,68,Aprobado
11000018,Andres,Lopez,Lopez,andres.lopez.11000018@test.com,M,Marista,Sucre,"Ingenieria en Redes",700,PayPal,REC-TEST-11000018,FIS100,M001,11500001,Elena,Rojas,Fisico,11,8,18,18,44,Reprobado
11000018,Andres,Lopez,Lopez,andres.lopez.11000018@test.com,M,Marista,Sucre,"Ingenieria en Redes",700,PayPal,REC-TEST-11000018,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,7,0,2,9,Reprobado
11000018,Andres,Lopez,Lopez,andres.lopez.11000018@test.com,M,Marista,Sucre,"Ingenieria en Redes",700,PayPal,REC-TEST-11000018,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,28,19,32,79,Aprobado
11000019,Marta,Gomez,Gomez,marta.gomez.11000019@test.com,F,Marista,"Santa Cruz","Ingenieria de Sistemas",700,PayPal,REC-TEST-11000019,MAT100,N001,11500016,Fernando,Rojas,"Licenciado en Matematicas",30,31,29,26,86,Aprobado
11000019,Marta,Gomez,Gomez,marta.gomez.11000019@test.com,F,Marista,"Santa Cruz","Ingenieria de Sistemas",700,PayPal,REC-TEST-11000019,FIS100,N001,11500017,Daniela,Fernandez,Fisico,28,13,16,1,30,Reprobado
11000019,Marta,Gomez,Gomez,marta.gomez.11000019@test.com,F,Marista,"Santa Cruz","Ingenieria de Sistemas",700,PayPal,REC-TEST-11000019,INF100,N001,11500018,Juan,Vargas,"Ingeniero Informatico",30,22,2,13,37,Reprobado
11000019,Marta,Gomez,Gomez,marta.gomez.11000019@test.com,F,Marista,"Santa Cruz","Ingenieria de Sistemas",700,PayPal,REC-TEST-11000019,LIN100,N001,11500019,Valeria,Rojas,"Licenciado en Filologia",12,20,27,17,64,Aprobado
11000020,Roberto,Sanchez,Lopez,roberto.sanchez.11000020@test.com,M,"Don Bosco",Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000020,MAT100,N001,11500016,Fernando,Rojas,"Licenciado en Matematicas",30,22,3,13,38,Reprobado
11000020,Roberto,Sanchez,Lopez,roberto.sanchez.11000020@test.com,M,"Don Bosco",Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000020,FIS100,N001,11500017,Daniela,Fernandez,Fisico,28,26,23,12,61,Aprobado
11000020,Roberto,Sanchez,Lopez,roberto.sanchez.11000020@test.com,M,"Don Bosco",Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000020,INF100,N001,11500018,Juan,Vargas,"Ingeniero Informatico",30,18,21,6,45,Reprobado
11000020,Roberto,Sanchez,Lopez,roberto.sanchez.11000020@test.com,M,"Don Bosco",Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-11000020,LIN100,N001,11500019,Valeria,Rojas,"Licenciado en Filologia",12,4,31,30,65,Aprobado
11000021,Valeria,Garcia,Fernandez,valeria.garcia.11000021@test.com,F,Espana,Sucre,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000021,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,32,15,8,55,Reprobado
11000021,Valeria,Garcia,Fernandez,valeria.garcia.11000021@test.com,F,Espana,Sucre,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000021,FIS100,M001,11500001,Elena,Rojas,Fisico,11,15,8,29,52,Reprobado
11000021,Valeria,Garcia,Fernandez,valeria.garcia.11000021@test.com,F,Espana,Sucre,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000021,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,29,26,31,86,Aprobado
11000021,Valeria,Garcia,Fernandez,valeria.garcia.11000021@test.com,F,Espana,Sucre,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000021,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,20,22,22,64,Aprobado
11000022,Paula,Sanchez,Sanchez,paula.sanchez.11000022@test.com,F,Espana,Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000022,MAT100,T001,11500012,Laura,Sanchez,"Licenciado en Matematicas",22,31,32,2,65,Aprobado
11000022,Paula,Sanchez,Sanchez,paula.sanchez.11000022@test.com,F,Espana,Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000022,FIS100,T001,11500013,Lucia,Vargas,Fisico,13,11,21,19,51,Reprobado
11000022,Paula,Sanchez,Sanchez,paula.sanchez.11000022@test.com,F,Espana,Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000022,INF100,T001,11500014,Marta,Sanchez,"Ingeniero Informatico",11,9,7,18,34,Reprobado
11000022,Paula,Sanchez,Sanchez,paula.sanchez.11000022@test.com,F,Espana,Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000022,LIN100,T001,11500015,Gabriela,Vargas,"Licenciado en Filologia",39,14,27,2,43,Reprobado
11000023,Marta,Torres,Torres,marta.torres.11000023@test.com,F,Evangelico,Tarija,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000023,MAT100,M002,11500004,Luis,Rojas,"Licenciado en Matematicas",12,10,7,18,35,Reprobado
11000023,Marta,Torres,Torres,marta.torres.11000023@test.com,F,Evangelico,Tarija,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000023,FIS100,M002,11500005,Diego,Lopez,Fisico,25,11,11,16,38,Reprobado
11000023,Marta,Torres,Torres,marta.torres.11000023@test.com,F,Evangelico,Tarija,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000023,INF100,M002,11500006,Pedro,Fernandez,"Ingeniero Informatico",22,4,13,1,18,Reprobado
11000023,Marta,Torres,Torres,marta.torres.11000023@test.com,F,Evangelico,Tarija,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000023,LIN100,M002,11500007,Miguel,Garcia,"Licenciado en Filologia",19,27,10,18,55,Reprobado
11000024,Ricardo,Rojas,Vargas,ricardo.rojas.11000024@test.com,M,Evangelico,Oruro,"Ingenieria en Redes",700,PayPal,REC-TEST-11000024,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,10,11,24,45,Reprobado
11000024,Ricardo,Rojas,Vargas,ricardo.rojas.11000024@test.com,M,Evangelico,Oruro,"Ingenieria en Redes",700,PayPal,REC-TEST-11000024,FIS100,M001,11500001,Elena,Rojas,Fisico,11,10,28,5,43,Reprobado
11000024,Ricardo,Rojas,Vargas,ricardo.rojas.11000024@test.com,M,Evangelico,Oruro,"Ingenieria en Redes",700,PayPal,REC-TEST-11000024,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,1,10,4,15,Reprobado
11000024,Ricardo,Rojas,Vargas,ricardo.rojas.11000024@test.com,M,Evangelico,Oruro,"Ingenieria en Redes",700,PayPal,REC-TEST-11000024,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,16,18,7,41,Reprobado
11000025,Jose,Rodriguez,Rojas,jose.rodriguez.11000025@test.com,M,"Domingo Savio",Oruro,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000025,MAT100,T001,11500012,Laura,Sanchez,"Licenciado en Matematicas",22,15,3,29,47,Reprobado
11000025,Jose,Rodriguez,Rojas,jose.rodriguez.11000025@test.com,M,"Domingo Savio",Oruro,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000025,FIS100,T001,11500013,Lucia,Vargas,Fisico,13,27,26,16,69,Aprobado
11000025,Jose,Rodriguez,Rojas,jose.rodriguez.11000025@test.com,M,"Domingo Savio",Oruro,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000025,INF100,T001,11500014,Marta,Sanchez,"Ingeniero Informatico",11,15,18,15,48,Reprobado
